1369,4501
1371,7294
1376,9793
1378,7728
1380,8372
1387,175
1394,5887
1421,3948
1424,3171
1432,2744
1434,9975
1443,1470
1450,3234
1453,6419
1456,2128
1458,63
1468,4550
1484,7252
1487,8974
1490,7161
1493,3339
1496,2058
1497,6125
1498,3066
1500,616
1501,8057
1502,7770
1515,5628
1523,7945
1535,9331
1536,441
1537,8799
1539,4907
1552,189
1557,3535
1583,1778
1590,4256
1592,3913
1596,7217
1599,6482
1604,686
1620,609
1625,8449
1626,6832
1627,3703
1633,3570
1642,8708
1658,903
1682,3612
1691,448
1697,3003
1701,3591
1710,8722
1712,1302
1714,2653
1729,9282
1732,6958
1738,7504
1772,6468
1777,6237
1780,1078
1784,1239
1792,4207
1795,700
1802,5453
1803,9828
1808,7994
1813,6888
1818,6860
1822,763
1831,2464
1834,2667
1837,9149
1849,5271
1850,4928
1857,9779
1858,5012
1871,2345
1874,5509
1876,2912
1886,7098
1911,4452
1920,3402
1921,4683
1928,1855
1946,5607
1960,4851
1964,1232
1965,5656
1972,3619
1979,3829
1983,9926
2000,4067
2003,5684
2008,1162
2009,7483
2026,4081
2030,6874
2032,7168
2034,4620
2038,8939
2043,1281
2067,9485
2071,245
2073,392
2074,980
2081,6538
2088,8750
2100,5089
2112,8085
2118,3878
2130,3780
2131,1925
2136,6356
2138,8596
2157,588
2158,7819
2161,9296
2170,8652
2192,70
2195,7966
2196,9219
2197,6041
2201,4158
2221,8078
2224,6909
2229,7378
2268,3528
2290,2065
2298,1596
2308,1099
2321,7714
2325,4522
2329,1771
2330,1085
2355,6615
2360,4921
2361,5992
2365,3430
2378,7833
2392,1428
2398,5971
2401,2247
2417,8169
2419,6545
2422,4837
2427,2324
2434,1904
2436,9366
2450,8526
2465,5614
2483,2212
2504,7028
2508,8337
2511,8554
2526,7406
2532,5719
2534,8295
2535,6622
2540,9401
2547,7553
2555,3220
2564,9709
2565,2296
2573,693
2574,952
2580,1967
2591,1785
2599,2709
2600,3843
2601,9324
2618,1519
2621,9744
2624,9415
2626,5761
2643,154
2649,3920
2650,3136
2652,4984
2653,1561
2664,3577
2684,1659
2691,2870
2692,777
2697,2660
2703,4235
2704,7056
2708,7658
2710,658
2712,6657
2729,8281
2734,2485
2746,1841
2750,8330
2754,6118
2757,7546
2766,1995
2771,1820
2775,7392
2785,9590
2786,6384
2790,8190
2794,8232
2800,9044
2802,3094
2814,6727
2818,3717
2822,9989
2839,3787
2855,9079
2856,581
2870,4172
2891,8309
2906,3276
2921,5691
2931,8225
2939,1610
2945,5068
2949,5299
2954,7371
2960,4347
2967,9303
2979,5096
2981,9583
2986,4627
3000,4186
3009,4221
3010,3962
3011,6587
3014,5075
3021,2730
3026,4774
3033,7455
3035,6643
3041,5523
3043,2184
3044,5054
3051,5131
3056,2989
3061,8211
3065,9961
3075,3542
3076,8470
3081,4116
3088,9247
3091,2933
3092,6090
3101,9632
3111,6083
3127,7000
3132,7021
3147,2408
3150,9527
3165,9849
3169,4788
3172,1113
3174,3871
3178,8848
3181,896
3182,9758
3190,2387
3194,4046
3196,5159
3209,6244
3210,2289
3226,8344
3244,1134
3247,8743
3248,8274
3255,2618
3256,3423
3259,3479
3271,5040
3275,5152
3283,1617
3287,6314
3292,3675
3318,4305
3324,7091
3329,840
3346,5726
3352,1750
3354,8463
3377,9443
3379,7448
3392,56
3403,2016
3409,3206
3410,8953
3411,9534
3426,3682
3428,2835
3430,2723
3442,6160
3455,3129
3473,3108
3476,1897
3494,7665
3496,7742
3500,1246
3503,2786
3508,9611
3509,9884
3512,8071
3513,8218
3515,2856
3517,1379
3522,4767
3530,1533
3533,6020
3542,9275
3547,2163
3548,553
3549,9667
3556,4613
3560,2303
3589,3178
3590,2093
3593,6706
3594,4438
3600,5586
3606,539
3607,4333
3608,4739
3611,9940
3620,5026
3630,3465
3632,5236
3633,9947
3635,560
3640,4193
3641,5593
3651,9205
3654,9891
3658,1701
3663,5880
3703,2415
3709,2023
3710,3038
3712,4039
3717,9604
3729,2338
3731,7329
3740,3990
3757,9807
3761,9422
3763,9240
3787,2401
3789,6678
3790,3304
3794,2310
3801,2114
3818,1316
3840,4459
3847,770
3865,8904
3869,4487
3877,805
3879,1127
3892,8883
3895,9394
3903,1274
3906,2821
3907,469
3916,8575
3917,4361
3919,6846
3924,3899
3925,1323
3928,7805
3930,8855
3934,5446
3948,483
3956,4249
3962,9639
3973,9863
3976,3227
3983,2499
3988,3864
3991,9772
4007,4284
4036,1946
4041,8981
4051,3010
4066,4718
4099,5600
4107,357
4119,7679
4123,5061
4125,6076
4144,6363
4150,4753
4158,3185
4160,336
4161,6895
4162,7882
4166,5831
4171,7784
4189,6762
4192,9107
4194,7735
4208,6216
4212,1652
4227,2751
4233,8323
4238,8022
4242,77
4249,3101
4256,9835
4257,4564
4266,8484
4301,182
4306,4403
4321,1176
4332,5782
4333,6755
4334,1827
4337,3696
4344,168
4349,9429
4354,3360
4358,9653
4362,7889
4364,2527
4371,5348
4376,6202
4382,546
4392,5936
4393,875
4401,9751
4402,8386
4409,9086
4432,4445
4436,7420
4437,5481
4439,5082
4443,2772
4444,6601
4446,7014
4448,994
4454,6048
4460,3969
4469,9541
4478,7518
4482,6181
4484,3374
4485,4291
4488,9996
4492,3731
4501,8624
4503,868
4504,9114
4505,420
4512,1498
4513,8043
4518,7119
4530,3633
4534,8673
4553,1645
4591,3297
4603,8127
4614,8120
4624,3927
4633,7896
4648,5901
4652,4389
4679,2156
4687,434
4689,2471
4700,6629
4701,6286
4722,1260
4732,5215
4733,8540
4741,2072
4751,8162
4753,9387
4767,5747
4769,4228
4774,931
4778,3556
4783,266
4787,9212
4796,8456
4798,4242
4811,9478
4812,2478
4831,3605
4835,4004
4841,861
4843,3752
4844,7385
4845,6167
4854,7644
4862,4214
4875,9156
4884,6685
4885,5320
4886,7560
4910,4956
4937,9814
4968,5033
4972,7343
4975,3710
4981,2352
4982,5768
4984,6818
4992,7350
4996,3150
5003,1757
5016,1141
5027,8659
5036,3255
5037,1225
5049,6489
5051,2009
5052,7574
5058,6097
5059,5411
5119,5376
5121,2226
5126,9737
5133,6671
5157,2100
5169,4137
5176,644
5201,9723
5205,4053
5210,5285
5217,2639
5227,8533
5232,6804
5252,5894
5255,1869
5258,9128
5265,6608
5277,7147
5282,3437
5289,9660
5293,1393
5313,6321
5323,399
5333,4669
5335,3955
5337,7364
5339,84
5355,42
5370,3941
5377,2135
5378,3087
5382,2198
5387,5551
5390,1064
5395,6433
5402,6174
5406,3549
5407,3262
5408,9450
5410,2863
5412,2625
5416,4655
5430,735
5442,3773
5445,5922
5450,2961
5451,5817
5459,8379
5460,9058
5476,8183
5485,4277
5493,8015
5501,9226
5503,1512
5504,5866
5505,8106
5506,2898
5517,1001
5525,9345
5527,3745
5531,8561
5534,6839
5537,3416
5550,1673
5557,9800
5569,9093
5570,630
5575,8715
5577,6825
5585,6454
5592,9436
5600,315
5602,5733
5608,4263
5609,8134
5614,1015
5616,2884
5624,749
5627,140
5651,4872
5656,8407
5666,4144
5670,4935
5689,5208
5691,6559
5692,2240
5697,3486
5715,3794
5734,3388
5751,8897
5754,8400
5756,6398
5760,6258
5763,8155
5766,5670
5773,8092
5796,742
5799,9765
5802,3318
5813,5649
5819,1351
5821,2968
5827,6034
5836,1505
5849,6405
5855,9506
5865,5537
5868,49
5870,1708
5872,3444
5880,1169
5882,217
5893,1435
5894,3325
5901,4270
5903,4879
5909,4557
5919,7049
5922,1883
5937,6265
5940,7301
5943,4648
5964,2107
5970,294
5976,3451
5982,7623
5999,4634
6002,7595
6004,959
6018,1603
6024,5943
6025,2443
6050,574
6060,4508
6063,2555
6067,5369
6070,8435
6078,7490
6089,1057
6090,9856
6100,3311
6107,6062
6126,9555
6127,8197
6138,8288
6139,7952
6154,8792
6159,7511
6163,6930
6165,847
6167,210
6168,8911
6172,8568
6179,413
6184,9268
6195,7154
6196,4340
6202,1092
6207,301
6219,6104
6221,6251
6234,9373
6240,8491
6244,6902
6250,721
6251,5516
6255,9702
6259,3143
6266,5110
6268,6797
6270,7497
6272,8862
6293,1050
6296,427
6307,5985
6317,5915
6321,7973
6341,5229
6342,6769
6344,532
6354,8267
6356,371
6364,728
6373,4368
6375,133
6376,3052
6381,3381
6393,5579
6402,497
6415,280
6416,7924
6421,6979
6422,2436
6425,2044
6429,1687
6447,6370
6452,9919
6462,4830
6477,6279
6479,2905
6480,3241
6484,1974
6491,5313
6496,364
6498,3507
6505,4760
6509,4312
6519,7203
6531,9184
6538,4676
6543,9492
6556,343
6565,9681
6566,9380
6571,1589
6580,4732
6592,3563
6593,1813
6597,8029
6608,8365
6611,2121
6618,5838
6636,5425
6654,2079
6671,1491
6672,9191
6689,7539
6695,5194
6699,8645
6700,6377
6719,1680
6720,3283
6722,9730
6729,8239
6732,3857
6733,5243
6746,6734
6750,4893
6754,6881
6756,2611
6761,7427
6769,8687
6792,5418
6797,8050
6803,9471
6807,2282
6808,9562
6819,3346
6820,9163
6825,8946
6838,5572
6840,651
6849,7980
6877,4095
6884,6412
6888,6111
6900,2030
6907,3654
6913,1484
6916,2828
6932,8778
6944,4816
6956,5103
6961,6531
6969,3808
6975,525
6976,9177
6983,9051
7007,2940
7009,6664
7024,2569
7027,9569
7030,7763
7031,882
7032,7140
7038,4298
7040,3045
7050,6853
7067,1183
7072,4977
7077,4844
7081,6972
7089,7112
7090,4375
7103,5495
7104,1295
7108,5789
7110,1526
7115,9002
7118,4200
7125,1582
7133,9142
7148,8841
7150,8988
7178,2849
7180,196
7193,6300
7196,4165
7238,1190
7239,8505
7240,8358
7242,2205
7253,567
7254,7840
7261,2149
7274,7336
7275,3997
7279,462
7294,7434
7313,147
7321,5005
7326,4858
7329,5187
7330,5138
7342,3689
7354,8148
7357,5278
7363,1575
7368,7721
7370,2954
7375,6720
7376,5019
7377,7938
7386,6699
7391,8785
7401,4529
7403,1540
7414,9233
7417,6027
7418,1722
7422,7238
7426,1638
7448,7826
7449,1554
7454,5257
7460,1911
7468,854
7471,3395
7472,4424
7476,9135
7484,5467
7491,7413
7509,7084
7515,4795
7521,5859
7523,5698
7530,9408
7537,6069
7539,4942
7547,4711
7551,8414
7557,2807
7561,5173
7567,6349
7578,9016
7590,9548
7591,8176
7605,5775
7619,7707
7638,7063
7646,14
7654,126
7656,3122
7657,7287
7660,5439
7667,4606
7668,5145
7693,9674
7704,8995
7709,2646
7715,8008
7726,2716
7728,8099
7742,4396
7743,6335
7750,7035
7756,5404
7759,1267
7760,8036
7764,5432
7771,5292
7776,2317
7796,7910
7811,4578
7817,1022
7828,378
7839,2170
7842,5047
7849,8694
7851,4102
7858,7812
7860,7308
7878,3024
7891,2142
7911,2191
7914,8260
7920,4473
7922,6055
7924,9359
7927,3269
7934,5929
7948,9625
7964,910
7970,6209
7981,4319
7994,7616
8007,6328
8009,9821
8025,2800
8031,6776
8037,1960
8050,1148
8070,5642
8073,2590
8086,3724
8089,4382
8092,2394
8109,1288
8116,5712
8127,6496
8136,8890
8147,2597
8164,3080
8175,6132
8195,1764
8198,7959
8199,7266
8228,9982
8232,3836
8243,7399
8249,5180
8283,9100
8290,2086
8295,5663
8303,4900
8308,1043
8321,6566
8322,1666
8324,1414
8326,714
8346,4662
8351,6580
8356,3248
8364,3738
8365,6692
8370,203
8373,7854
8374,4963
8379,3815
8383,9170
8394,1036
8395,7651
8398,2002
8400,3759
8404,329
8410,2681
8415,3647
8425,1337
8430,602
8431,259
8432,5250
8433,322
8442,9786
8445,5950
8450,7175
8467,2268
8471,5964
8476,2737
8481,819
8484,5810
8487,9520
8498,4354
8501,7861
8502,6006
8503,4109
8516,5803
8525,2919
8540,9261
8561,8932
8573,8316
8577,1918
8580,812
8584,9065
8585,8813
8588,4998
8599,5166
8602,6293
8613,9968
8618,1071
8619,4991
8620,8820
8624,4480
8644,9954
8648,4431
8652,455
8653,5488
8655,2877
8664,9716
8665,6223
8669,7196
8694,3584
8701,7182
8708,8141
8710,791
8716,308
8720,7581
8725,3822
8732,9023
8744,2261
8749,5544
8753,917
8756,1876
8776,9688
8779,4410
8784,1981
8789,8519
8791,3367
8796,3906
8800,2765
8801,1400
8807,4011
8815,1988
8820,7532
8833,21
8838,8246
8842,5558
8847,4088
8857,2359
8858,7672
8862,1421
8863,3353
8868,7693
8874,9338
8880,7917
8897,9646
8906,5117
8922,7070
8929,4466
8937,4809
8944,5397
8945,8764
8957,9289
8958,2982
8959,4151
8960,5383
8971,1624
8972,6783
8973,1218
8974,1449
8976,6426
8981,2506
8985,7469
8990,9576
8994,1120
9006,7798
9009,8701
9014,8834
9017,2814
9019,2429
9020,1890
9029,4123
9032,4060
9034,945
9043,9317
9057,826
9060,8967
9065,9695
9073,7245
9086,6790
9101,6475
9104,7609
9114,7987
9118,3164
9126,5873
9130,6230
9149,3983
9155,2975
9157,2051
9159,5796
9160,1211
9183,518
9190,7280
9193,7567
9196,8680
9204,6636
9209,385
9212,1477
9216,6272
9241,1463
9244,1008
9248,7791
9262,6650
9265,3458
9272,8638
9273,9905
9278,2758
9279,2674
9281,8876
9304,1253
9307,8428
9323,7777
9324,8918
9330,2492
9333,7322
9336,9198
9339,6188
9349,8806
9354,6573
9356,119
9369,9254
9373,5390
9376,8610
9387,105
9399,9618
9415,8477
9416,2233
9427,3766
9434,6153
9436,7273
9438,6440
9452,1715
9453,8001
9454,9513
9455,8617
9464,9933
9471,2996
9484,8589
9488,4914
9503,511
9509,4543
9520,1204
9521,504
9527,3598
9537,4571
9566,273
9567,6503
9571,4494
9575,4074
9580,7602
9581,7077
9584,2219
9590,1106
9597,5222
9598,6713
9601,8351
9602,4018
9606,406
9607,938
9609,1197
9610,3885
9615,3934
9632,5327
9634,3059
9642,672
9656,1386
9662,252
9664,7105
9679,238
9687,5824
9688,7686
9689,3290
9711,3192
9716,2520
9721,6195
9723,1631
9730,8204
9755,6307
9758,6965
9760,224
9764,2793
9781,595
9799,4032
9800,490
9807,5502
9819,5124
9821,8113
9828,2562
9832,2947
9857,2422
9858,5677
9859,161
9870,7
9874,28
9877,2842
9882,7525
9883,7357
9887,2513
9897,112
9904,5740
9912,4886
9929,5957
9937,6146
9942,8631
9946,8064
9948,5845
9955,0
9970,35
9977,1155
9986,1792
9994,756
9995,6867
